shell,pred.type,mean_pred
0,dist_active.pred,-0.112669909988347
0,dist_active.pred2,-0.112669909988347
0,dist_active.pred3,-0.112669909988347
0,rate1,0.113693457591828
0,rate2,0.113693457591828
0,rate3,0.113693457591828
0,RSA.dist_active.pred,0.16523127733213
0,RSA.pred,0.77848286099161
0,wcnSC.dist_active.pred,0.082453250700652
0,wcnSC.pred,0.365283992321657
0,wcnSC.RSA.dist_active.pred,0.167350168481014
0,wcnSC.RSA.pred,0.469659365444824
1,dist_active.pred,0.24583215607927
1,dist_active.pred2,0.24583215607927
1,dist_active.pred3,0.24583215607927
1,rate1,0.298857280233319
1,rate2,0.298857280233319
1,rate3,0.298857280233319
1,RSA.dist_active.pred,0.323352229739029
1,RSA.pred,0.698140840334678
1,wcnSC.dist_active.pred,0.256294135187827
1,wcnSC.pred,0.415613048238074
1,wcnSC.RSA.dist_active.pred,0.302750304253822
1,wcnSC.RSA.pred,0.467380134203316
2,dist_active.pred,0.521276893505771
2,dist_active.pred2,0.521276893505771
2,dist_active.pred3,0.521276893505771
2,rate1,0.517593661657349
2,rate2,0.517593661657349
2,rate3,0.517593661657349
2,RSA.dist_active.pred,0.525596955574112
2,RSA.pred,0.748754641943051
2,wcnSC.dist_active.pred,0.498885868359956
2,wcnSC.pred,0.590635849387379
2,wcnSC.RSA.dist_active.pred,0.514757438291342
2,wcnSC.RSA.pred,0.609349414271584
3,dist_active.pred,0.810460640255849
3,dist_active.pred2,0.810460640255849
3,dist_active.pred3,0.810460640255849
3,rate1,0.77242980234516
3,rate2,0.77242980234516
3,rate3,0.77242980234516
3,RSA.dist_active.pred,0.769573488463487
3,RSA.pred,0.84821816756648
3,wcnSC.dist_active.pred,0.792655090454091
3,wcnSC.pred,0.824279629160374
3,wcnSC.RSA.dist_active.pred,0.775242952380558
3,wcnSC.RSA.pred,0.811216684822145
4,dist_active.pred,1.07382742048534
4,dist_active.pred2,1.07382742048534
4,dist_active.pred3,1.07382742048534
4,rate1,1.05828333716908
4,rate2,1.05828333716908
4,rate3,1.05828333716908
4,RSA.dist_active.pred,1.04848799962486
4,RSA.pred,1.01586646082705
4,wcnSC.dist_active.pred,1.08330574871017
4,wcnSC.pred,1.07024588654185
4,wcnSC.RSA.dist_active.pred,1.06096123544963
4,wcnSC.RSA.pred,1.05196194363414
5,dist_active.pred,1.2940878924246
5,dist_active.pred2,1.2940878924246
5,dist_active.pred3,1.2940878924246
5,rate1,1.31211473419567
5,rate2,1.31211473419567
5,rate3,1.31211473419567
5,RSA.dist_active.pred,1.30708216049059
5,RSA.pred,1.1874285342177
5,wcnSC.dist_active.pred,1.31810361656671
5,wcnSC.pred,1.26900825818205
5,wcnSC.RSA.dist_active.pred,1.31307272212216
5,wcnSC.RSA.pred,1.26372481142996
6,dist_active.pred,1.45904560680056
6,dist_active.pred2,1.45904560680056
6,dist_active.pred3,1.45904560680056
6,rate1,1.50743480437676
6,rate2,1.50743480437676
6,rate3,1.50743480437676
6,RSA.dist_active.pred,1.49833167633829
6,RSA.pred,1.30478346738168
6,wcnSC.dist_active.pred,1.47064882881786
6,wcnSC.pred,1.39140823025329
6,wcnSC.RSA.dist_active.pred,1.48881407503595
6,wcnSC.RSA.pred,1.4012854051815
7,dist_active.pred,1.54609850005038
7,dist_active.pred2,1.54609850005038
7,dist_active.pred3,1.54609850005038
7,rate1,1.58054206067017
7,rate2,1.58054206067017
7,rate3,1.58054206067017
7,RSA.dist_active.pred,1.57237787194871
7,RSA.pred,1.32737553656775
7,wcnSC.dist_active.pred,1.53227044785451
7,wcnSC.pred,1.43322619728268
7,wcnSC.RSA.dist_active.pred,1.55589752879651
7,wcnSC.RSA.pred,1.44197074373726
8,dist_active.pred,1.58605223273199
8,dist_active.pred2,1.58605223273199
8,dist_active.pred3,1.58605223273199
8,rate1,1.58115765398553
8,rate2,1.58115765398553
8,rate3,1.58115765398553
8,RSA.dist_active.pred,1.58829683944191
8,RSA.pred,1.30046978194727
8,wcnSC.dist_active.pred,1.54790811625131
8,wcnSC.pred,1.43165568683114
8,wcnSC.RSA.dist_active.pred,1.57120841665352
8,wcnSC.RSA.pred,1.43459851260922
9,dist_active.pred,1.6250117406272
9,dist_active.pred2,1.6250117406272
9,dist_active.pred3,1.6250117406272
9,rate1,1.57279706215144
9,rate2,1.57279706215144
9,rate3,1.57279706215144
9,RSA.dist_active.pred,1.61862928171939
9,RSA.pred,1.2927285815686
9,wcnSC.dist_active.pred,1.58148916874784
9,wcnSC.pred,1.44023793531914
9,wcnSC.RSA.dist_active.pred,1.60347468276852
9,wcnSC.RSA.pred,1.44234334760652
10,dist_active.pred,1.63972383993135
10,dist_active.pred2,1.63972383993135
10,dist_active.pred3,1.63972383993135
10,rate1,1.60378119659009
10,rate2,1.60378119659009
10,rate3,1.60378119659009
10,RSA.dist_active.pred,1.63905025142499
10,RSA.pred,1.28659317693804
10,wcnSC.dist_active.pred,1.59904520973637
10,wcnSC.pred,1.43382008563214
10,wcnSC.RSA.dist_active.pred,1.62783568371328
10,wcnSC.RSA.pred,1.44206217916824
11,dist_active.pred,1.59134580380357
11,dist_active.pred2,1.59134580380357
11,dist_active.pred3,1.59134580380357
11,rate1,1.5499176419179
11,rate2,1.5499176419179
11,rate3,1.5499176419179
11,RSA.dist_active.pred,1.60978199360473
11,RSA.pred,1.27382198502256
11,wcnSC.dist_active.pred,1.58215737770326
11,wcnSC.pred,1.41896413063477
11,wcnSC.RSA.dist_active.pred,1.60040789005681
11,wcnSC.RSA.pred,1.42553987208381
12,dist_active.pred,1.47175356894277
12,dist_active.pred2,1.47175356894277
12,dist_active.pred3,1.47175356894277
12,rate1,1.33419183534142
12,rate2,1.33419183534142
12,rate3,1.33419183534142
12,RSA.dist_active.pred,1.52764529529519
12,RSA.pred,1.25160520390377
12,wcnSC.dist_active.pred,1.45006746086349
12,wcnSC.pred,1.30641456238385
12,wcnSC.RSA.dist_active.pred,1.50462036711062
12,wcnSC.RSA.pred,1.34140211984026
13,dist_active.pred,1.37813536065079
13,dist_active.pred2,1.37813536065079
13,dist_active.pred3,1.37813536065079
13,rate1,1.21627392544354
13,rate2,1.21627392544354
13,rate3,1.21627392544354
13,RSA.dist_active.pred,1.35086442299834
13,RSA.pred,1.13152337926858
13,wcnSC.dist_active.pred,1.29924028035421
13,wcnSC.pred,1.17368475647823
13,wcnSC.RSA.dist_active.pred,1.32358851694994
13,wcnSC.RSA.pred,1.17698484698893
14,dist_active.pred,1.33122781660886
14,dist_active.pred2,1.33122781660886
14,dist_active.pred3,1.33122781660886
14,rate1,1.23434671962572
14,rate2,1.23434671962572
14,rate3,1.23434671962572
14,RSA.dist_active.pred,1.28990615991256
14,RSA.pred,1.09576127954981
14,wcnSC.dist_active.pred,1.25286625782667
14,wcnSC.pred,1.14018507677246
14,wcnSC.RSA.dist_active.pred,1.2760123375153
14,wcnSC.RSA.pred,1.13332887739231
15,dist_active.pred,1.3079160664035
15,dist_active.pred2,1.3079160664035
15,dist_active.pred3,1.3079160664035
15,rate1,1.20657951444403
15,rate2,1.20657951444403
15,rate3,1.20657951444403
15,RSA.dist_active.pred,1.24183765233355
15,RSA.pred,1.05569438319006
15,wcnSC.dist_active.pred,1.2631150798923
15,wcnSC.pred,1.17172290440352
15,wcnSC.RSA.dist_active.pred,1.24288308960866
15,wcnSC.RSA.pred,1.12428074718223
16,dist_active.pred,1.34752368826177
16,dist_active.pred2,1.34752368826177
16,dist_active.pred3,1.34752368826177
16,rate1,1.41367421170395
16,rate2,1.41367421170395
16,rate3,1.41367421170395
16,RSA.dist_active.pred,1.32449169670116
16,RSA.pred,1.11656780987957
16,wcnSC.dist_active.pred,1.43450549482068
16,wcnSC.pred,1.33586803684389
16,wcnSC.RSA.dist_active.pred,1.37877257195128
16,wcnSC.RSA.pred,1.25358116428109
