shell,pred.type,mean_res,size_group
0,dist_active.res,0.203682536553278,1
0,dist_active.res,0.260976196814493,2
0,dist_active.res,0.214584046200651,3
0,dist_active.res2,0.203682536553278,1
0,dist_active.res2,0.260976196814493,2
0,dist_active.res2,0.214584046200651,3
0,dist_active.res3,0.203682536553278,1
0,dist_active.res3,0.260976196814493,2
0,dist_active.res3,0.214584046200651,3
0,RSA.dist_active.res,-0.0442436629328864,1
0,RSA.dist_active.res,-0.031421664391283,2
0,RSA.dist_active.res,-0.0764997445322981,3
0,RSA.res,-0.649010039419613,1
0,RSA.res,-0.673019601612533,2
0,RSA.res,-0.671177933398384,3
0,wcnSC.dist_active.res,-0.00187403127287063,1
0,wcnSC.dist_active.res,0.0439742099069494,2
0,wcnSC.dist_active.res,0.048822076544111,3
0,wcnSC.res,-0.347020904133915,1
0,wcnSC.res,-0.261352431898548,2
0,wcnSC.res,-0.158176046003322,3
0,wcnSC.RSA.dist_active.res,-0.059395868122401,1
0,wcnSC.RSA.dist_active.res,-0.0308769061142417,2
0,wcnSC.RSA.dist_active.res,-0.0695380575817252,3
0,wcnSC.RSA.res,-0.410936823418791,1
0,wcnSC.RSA.res,-0.349508059365652,2
0,wcnSC.RSA.res,-0.313271631258044,3
1,dist_active.res,0.0184523422555465,1
1,dist_active.res,0.0821394894029515,2
1,dist_active.res,0.0557412967544446,3
1,dist_active.res2,0.0184523422555465,1
1,dist_active.res2,0.0821394894029515,2
1,dist_active.res2,0.0557412967544446,3
1,dist_active.res3,0.0184523422555465,1
1,dist_active.res3,0.0821394894029515,2
1,dist_active.res3,0.0557412967544446,3
1,RSA.dist_active.res,-0.0375112935127197,1
1,RSA.dist_active.res,-0.00799069337537082,2
1,RSA.dist_active.res,-0.0284207954035883,3
1,RSA.res,-0.369551957948744,1
1,RSA.res,-0.39806632747989,2
1,RSA.res,-0.425058252720209,3
1,wcnSC.dist_active.res,-0.0055695619033456,1
1,wcnSC.dist_active.res,0.055806557599552,2
1,wcnSC.dist_active.res,0.0707077242422392,3
1,wcnSC.res,-0.185962327316831,1
1,wcnSC.res,-0.119045815928586,2
1,wcnSC.res,-0.057244793057012,3
1,wcnSC.RSA.dist_active.res,-0.027016574815037,1
1,wcnSC.RSA.dist_active.res,0.0142057786552634,2
1,wcnSC.RSA.dist_active.res,-0.000849750365393088,3
1,wcnSC.RSA.res,-0.204583349852125,1
1,wcnSC.RSA.res,-0.161673841107711,2
1,wcnSC.RSA.res,-0.14469400409029,3
2,dist_active.res,-0.00913532380875646,1
2,dist_active.res,0.00430140160619768,2
2,dist_active.res,-0.00693134512602436,3
2,dist_active.res2,-0.00913532380875646,1
2,dist_active.res2,0.00430140160619768,2
2,dist_active.res2,-0.00693134512602436,3
2,dist_active.res3,-0.00913532380875646,1
2,dist_active.res3,0.00430140160619768,2
2,dist_active.res3,-0.00693134512602436,3
2,RSA.dist_active.res,-0.00849990801140705,1
2,RSA.dist_active.res,-0.00425330504433548,2
2,RSA.dist_active.res,-0.0110243070440149,3
2,RSA.res,-0.168654118701966,1
2,RSA.res,-0.233650496463906,2
2,RSA.res,-0.274208552858005,3
2,wcnSC.dist_active.res,-0.00658255300704905,1
2,wcnSC.dist_active.res,0.020465541772409,2
2,wcnSC.dist_active.res,0.0354482767396193,3
2,wcnSC.res,-0.0941640080141113,1
2,wcnSC.res,-0.0810007884208889,2
2,wcnSC.res,-0.0505622750592568,3
2,wcnSC.RSA.dist_active.res,-0.0066631291608989,1
2,wcnSC.RSA.dist_active.res,0.00587372223551946,2
2,wcnSC.RSA.dist_active.res,0.00698088665569291,3
2,wcnSC.RSA.res,-0.094413723494092,1
2,wcnSC.RSA.res,-0.094430071789248,2
2,wcnSC.RSA.res,-0.0874187348669047,3
3,dist_active.res,-0.029349435130751,1
3,dist_active.res,-0.0398103180388183,2
3,dist_active.res,-0.0413541089472982,3
3,dist_active.res2,-0.029349435130751,1
3,dist_active.res2,-0.0398103180388183,2
3,dist_active.res2,-0.0413541089472982,3
3,dist_active.res3,-0.029349435130751,1
3,dist_active.res3,-0.0398103180388183,2
3,dist_active.res3,-0.0413541089472982,3
3,RSA.dist_active.res,0.00589946722300376,1
3,RSA.dist_active.res,0.000776910799735294,2
3,RSA.dist_active.res,0.00291021913103533,3
