shell,pred.type,mean_res
0,RSA.dist_active.res,0.00625378408207875
0,RSA.dist_active.res,-0.0457615707292656
0,RSA.dist_active.res,-0.231933596190856
0,RSA.res,-0.511774453556085
0,RSA.res,-0.670256580957371
0,RSA.res,-0.982788878561398
0,wcnSC.dist_active.res,0.0561647863515897
0,wcnSC.dist_active.res,-0.00507228770125073
0,wcnSC.dist_active.res,-0.208661522740284
0,wcnSC.res,-0.0848909085676984
0,wcnSC.res,-0.250815208146576
0,wcnSC.res,-0.630060354706439
0,wcnSC.RSA.dist_active.res,0.00950809728694749
0,wcnSC.RSA.dist_active.res,-0.0577953822270273
0,wcnSC.RSA.dist_active.res,-0.247655642849477
0,wcnSC.RSA.res,-0.198339762274656
0,wcnSC.RSA.res,-0.345904253640634
0,wcnSC.RSA.res,-0.704583034983491
1,RSA.dist_active.res,-0.0293069405043667
1,RSA.dist_active.res,-0.0184524404647422
1,RSA.dist_active.res,-0.0737667271464626
1,RSA.res,-0.344313390327211
1,RSA.res,-0.403987082939424
1,RSA.res,-0.52958456561439
1,wcnSC.dist_active.res,0.0492761951694869
1,wcnSC.dist_active.res,0.0314545161716997
1,wcnSC.dist_active.res,-0.0807055053875997
1,wcnSC.res,-0.0270998959442335
1,wcnSC.res,-0.105705251405059
1,wcnSC.res,-0.316569807748206
1,wcnSC.RSA.dist_active.res,0.00313849791097725
1,wcnSC.RSA.dist_active.res,-0.00231705652699749
1,wcnSC.RSA.dist_active.res,-0.0855574811355433
1,wcnSC.RSA.res,-0.103747018679085
1,wcnSC.RSA.res,-0.15840470794316
1,wcnSC.RSA.res,-0.344454821101075
2,RSA.dist_active.res,-0.00753663435892829
2,RSA.dist_active.res,-0.00403650123827078
2,RSA.dist_active.res,-0.0464437383758334
2,RSA.res,-0.183412122421348
2,RSA.res,-0.23401010654678
2,RSA.res,-0.335787416400682
2,wcnSC.dist_active.res,0.0184280169104297
2,wcnSC.dist_active.res,0.0166915835570317
2,wcnSC.dist_active.res,-0.0339217860762409
2,wcnSC.res,-0.0175245608949069
2,wcnSC.res,-0.0624834247182876
2,wcnSC.res,-0.157533766970519
2,wcnSC.RSA.dist_active.res,0.00389035684084492
2,wcnSC.RSA.dist_active.res,0.00460176818580217
2,wcnSC.RSA.dist_active.res,-0.0419051579968209
2,wcnSC.RSA.res,-0.0505600559544482
2,wcnSC.RSA.res,-0.0872595573357504
2,wcnSC.RSA.res,-0.178072286721138
3,RSA.dist_active.res,0.000592765122276764
3,RSA.dist_active.res,0.00292681309832206
3,RSA.dist_active.res,0.00483960085234835
3,RSA.res,-0.0561934075440333
3,RSA.res,-0.076787679910068
3,RSA.res,-0.118137865145931
3,wcnSC.dist_active.res,-0.0313181587168721
3,wcnSC.dist_active.res,-0.0158664096098597
3,wcnSC.dist_active.res,1.05453842362328e-05
3,wcnSC.res,-0.0398033840699359
3,wcnSC.res,-0.0424497488633235
3,wcnSC.res,-0.0387106456943957
3,wcnSC.RSA.dist_active.res,-0.0110651646417415
3,wcnSC.RSA.dist_active.res,-0.00187983839861805
3,wcnSC.RSA.dist_active.res,0.00429316250993351
3,wcnSC.RSA.res,-0.0321627300718556
3,wcnSC.RSA.res,-0.0382595852921588
3,wcnSC.RSA.res,-0.0460403536608397
4,RSA.dist_active.res,0.0119713276967107
4,RSA.dist_active.res,0.00597844240638467
4,RSA.dist_active.res,0.0361752533413162
4,RSA.res,0.0454037327105357
4,RSA.res,0.0428225742499678
4,RSA.res,0.0354878606700138
4,wcnSC.dist_active.res,-0.0221430023750144
4,wcnSC.dist_active.res,-0.0203131273603857
4,wcnSC.dist_active.res,0.0151481227580752
4,wcnSC.res,-0.0134857138818996
4,wcnSC.res,-0.00643979063294124
4,wcnSC.res,0.0262742147215581
4,wcnSC.RSA.dist_active.res,-0.00224041764144356
4,wcnSC.RSA.dist_active.res,-0.00360290661453479
4,wcnSC.RSA.dist_active.res,0.0291853810215865
4,wcnSC.RSA.res,0.00330459230451106
4,wcnSC.RSA.res,0.00602938484297211
4,wcnSC.RSA.res,0.0327844985763771
5,RSA.dist_active.res,-0.00509130488131977
5,RSA.dist_active.res,0.00653518438677829
5,RSA.dist_active.res,0.0169825746661954
5,RSA.res,0.104605109026456
5,RSA.res,0.134068664463065
5,RSA.res,0.106753224545691
5,wcnSC.dist_active.res,-0.0076981286311709
5,wcnSC.dist_active.res,0.000998196285749224
5,wcnSC.dist_active.res,0.0160048859407145
5,wcnSC.res,0.0138250068324309
5,wcnSC.res,0.0452441084971375
5,wcnSC.res,0.0593320693834454
5,wcnSC.RSA.dist_active.res,-0.00680483334248533
5,wcnSC.RSA.dist_active.res,0.00287323841468926
5,wcnSC.RSA.dist_active.res,0.0174264243827125
5,wcnSC.RSA.res,0.0259161661921777
5,wcnSC.RSA.res,0.0534059117994941
5,wcnSC.RSA.res,0.0618925278678676
6,RSA.dist_active.res,0.0341574077349404
6,RSA.dist_active.res,0.00283969931884672
6,RSA.dist_active.res,0.0125755492306225
6,RSA.res,0.220314094131146
6,RSA.res,0.206520368837632
6,RSA.res,0.16543058149582
6,wcnSC.dist_active.res,0.0723499087180308
6,wcnSC.dist_active.res,0.024554470157121
