shell,pred.type,mean_res
0,wcnSC.RSA.dist_active.res,-0.059395868122401
0,wcnSC.RSA.dist_active.res,-0.0308769061142417
0,wcnSC.RSA.dist_active.res,-0.0695380575817252
0,wcnSC.RSA.res,-0.410936823418791
0,wcnSC.RSA.res,-0.349508059365652
0,wcnSC.RSA.res,-0.313271631258044
1,wcnSC.RSA.dist_active.res,-0.027016574815037
1,wcnSC.RSA.dist_active.res,0.0142057786552634
1,wcnSC.RSA.dist_active.res,-0.000849750365393088
1,wcnSC.RSA.res,-0.204583349852125
1,wcnSC.RSA.res,-0.161673841107711
1,wcnSC.RSA.res,-0.14469400409029
2,wcnSC.RSA.dist_active.res,-0.0066631291608989
2,wcnSC.RSA.dist_active.res,0.00587372223551946
2,wcnSC.RSA.dist_active.res,0.00698088665569291
2,wcnSC.RSA.res,-0.094413723494092
2,wcnSC.RSA.res,-0.094430071789248
2,wcnSC.RSA.res,-0.0874187348669047
3,wcnSC.RSA.dist_active.res,0.00239886557821847
3,wcnSC.RSA.dist_active.res,-0.0073484346534942
3,wcnSC.RSA.dist_active.res,-0.00190536706704268
3,wcnSC.RSA.res,-0.00269092996602067
3,wcnSC.RSA.res,-0.0395906103222834
3,wcnSC.RSA.res,-0.0581267634561275
4,wcnSC.RSA.dist_active.res,0.0364252655024345
4,wcnSC.RSA.dist_active.res,-0.0102760440186588
4,wcnSC.RSA.dist_active.res,-0.0119008752763249
4,wcnSC.RSA.res,0.105072929325444
4,wcnSC.RSA.res,0.0115884310358422
4,wcnSC.RSA.res,-0.0346864305239893
5,wcnSC.RSA.dist_active.res,-0.00135092313733507
5,wcnSC.RSA.dist_active.res,0.0089269170349871
5,wcnSC.RSA.dist_active.res,-0.0064587693515333
5,wcnSC.RSA.res,0.12567572467295
5,wcnSC.RSA.res,0.0873022972097803
5,wcnSC.RSA.res,0.00825613132902533
6,wcnSC.RSA.dist_active.res,-0.0264042020163683
6,wcnSC.RSA.dist_active.res,0.0240538507818992
6,wcnSC.RSA.dist_active.res,0.0232644698608715
6,wcnSC.RSA.res,0.13664351710382
6,wcnSC.RSA.res,0.164167216241683
6,wcnSC.RSA.res,0.0795214576132603
7,wcnSC.RSA.dist_active.res,-0.0140740752353318
7,wcnSC.RSA.dist_active.res,0.0281500689298702
7,wcnSC.RSA.dist_active.res,0.0273997549392891
7,wcnSC.RSA.res,0.111784097240948
7,wcnSC.RSA.res,0.224184673518536
7,wcnSC.RSA.res,0.122660241458164
8,wcnSC.RSA.dist_active.res,-0.117077846204736
8,wcnSC.RSA.dist_active.res,-0.0629363464737364
8,wcnSC.RSA.dist_active.res,0.0275807901162125
8,wcnSC.RSA.res,-0.0168891277862858
8,wcnSC.RSA.res,0.159712979225957
8,wcnSC.RSA.res,0.156347956428476
9,wcnSC.RSA.dist_active.res,-0.388579806290367
9,wcnSC.RSA.dist_active.res,-0.0556194889560578
9,wcnSC.RSA.dist_active.res,-0.0144919144669836
9,wcnSC.RSA.res,-0.3079515043567
9,wcnSC.RSA.res,0.101638228006227
9,wcnSC.RSA.res,0.150117273091624
10,wcnSC.RSA.dist_active.res,-0.147298459207474
10,wcnSC.RSA.dist_active.res,-0.159463211974999
10,wcnSC.RSA.dist_active.res,-0.010359917430439
10,wcnSC.RSA.res,-0.0519042119580344
10,wcnSC.RSA.res,0.00137886521905397
10,wcnSC.RSA.res,0.180327435163918
11,wcnSC.RSA.dist_active.res,-0.128630253587322
11,wcnSC.RSA.dist_active.res,-0.132670511070181
11,wcnSC.RSA.dist_active.res,-0.0442422610330458
11,wcnSC.RSA.res,0.0853677875581947
11,wcnSC.RSA.res,-0.0123410921380426
11,wcnSC.RSA.res,0.133321685787519
12,wcnSC.RSA.dist_active.res,-0.70897848461621
12,wcnSC.RSA.dist_active.res,-0.845085410063768
12,wcnSC.RSA.dist_active.res,-0.160647467379822
12,wcnSC.RSA.res,-0.563634198833227
12,wcnSC.RSA.res,-0.492631802094041
12,wcnSC.RSA.res,0.000569837295979387
13,wcnSC.RSA.dist_active.res,-0.618220085345776
13,wcnSC.RSA.dist_active.res,-0.105644965709539
13,wcnSC.RSA.res,-0.822912241331585
13,wcnSC.RSA.res,0.0421067298264678
14,wcnSC.RSA.dist_active.res,-0.0416656178895809
14,wcnSC.RSA.res,0.101017842233413
15,wcnSC.RSA.dist_active.res,-0.0363035751646272
15,wcnSC.RSA.res,0.0822987672618022
16,wcnSC.RSA.dist_active.res,0.0349016397526706
16,wcnSC.RSA.res,0.160093047422857
17,wcnSC.RSA.dist_active.res,0.0811890190031406
17,wcnSC.RSA.res,0.220743000651642
18,wcnSC.RSA.dist_active.res,-0.0109879947711539
18,wcnSC.RSA.res,0.158219203843519
19,wcnSC.RSA.dist_active.res,-0.0884921806203789
19,wcnSC.RSA.res,0.0905484992820435
20,wcnSC.RSA.dist_active.res,-0.0685150107805765
20,wcnSC.RSA.res,0.147981340228888
21,wcnSC.RSA.dist_active.res,0.108118091009307
21,wcnSC.RSA.res,0.381358202623822
22,wcnSC.RSA.dist_active.res,0.255707943246804
22,wcnSC.RSA.res,0.59299866296313
23,wcnSC.RSA.dist_active.res,-0.00878583631893524
23,wcnSC.RSA.res,0.373990716818877
24,wcnSC.RSA.dist_active.res,0.498376325959772
24,wcnSC.RSA.res,0.898788970000232
