shell,pred.type,mean_res,size_group
0,dist_active.res,0.184433864417048,1
0,dist_active.res,0.240723731338116,2
0,dist_active.res,0.189417574293799,3
0,dist_active.res2,0.184433864417048,1
0,dist_active.res2,0.240723731338116,2
0,dist_active.res2,0.189417574293799,3
0,dist_active.res3,0.184433864417048,1
0,dist_active.res3,0.240723731338116,2
0,dist_active.res3,0.189417574293799,3
0,RSA.dist_active.res,-0.0211098671519042,1
0,RSA.dist_active.res,-0.00825321449478368,2
0,RSA.dist_active.res,-0.066527849805095,3
0,RSA.res,-0.665229953455531,1
0,RSA.res,-0.679433375654262,2
0,RSA.res,-0.689866280712091,3
0,wcnSC.dist_active.res,-0.00776115194618632,1
0,wcnSC.dist_active.res,0.0236681504787938,2
0,wcnSC.dist_active.res,-0.0024023074704747,3
0,wcnSC.res,-0.421557255049778,1
0,wcnSC.res,-0.279927699821201,2
0,wcnSC.res,-0.1790676368013,3
0,wcnSC.RSA.dist_active.res,-0.0355304651634799,1
0,wcnSC.RSA.dist_active.res,-0.0106143311888358,2
0,wcnSC.RSA.dist_active.res,-0.0678236656357971,3
0,wcnSC.RSA.res,-0.459422152547448,1
0,wcnSC.RSA.res,-0.340193490023312,2
0,wcnSC.RSA.res,-0.306656587405759,3
1,dist_active.res,0.0111665980971283,1
1,dist_active.res,0.0687841729191299,2
1,dist_active.res,0.0373926839901732,3
1,dist_active.res2,0.0111665980971283,1
1,dist_active.res2,0.0687841729191299,2
1,dist_active.res2,0.0373926839901732,3
1,dist_active.res3,0.0111665980971283,1
1,dist_active.res3,0.0687841729191299,2
1,dist_active.res3,0.0373926839901732,3
1,RSA.dist_active.res,-0.0307361169403557,1
1,RSA.dist_active.res,-0.00171479934466856,2
1,RSA.dist_active.res,-0.0260363023164848,3
1,RSA.res,-0.389760759810833,1
1,RSA.res,-0.413965452497929,2
1,RSA.res,-0.440743690858277,3
1,wcnSC.dist_active.res,-0.0170160317139255,1
1,wcnSC.dist_active.res,0.0432006003126193,2
1,wcnSC.dist_active.res,0.0435892541760412,3
1,wcnSC.res,-0.229331183037545,1
1,wcnSC.res,-0.128108533222593,2
1,wcnSC.res,-0.0666916361660619,3
1,wcnSC.RSA.dist_active.res,-0.0262681658062835,1
1,wcnSC.RSA.dist_active.res,0.0190126219062737,2
1,wcnSC.RSA.dist_active.res,-0.000908225347124497,3
1,wcnSC.RSA.res,-0.24028830953469,1
1,wcnSC.RSA.res,-0.162185351241888,2
1,wcnSC.RSA.res,-0.142689289821757,3
2,dist_active.res,-0.0103188944061262,1
2,dist_active.res,0.000929678185171746,2
2,dist_active.res,-0.0139611820142877,3
2,dist_active.res2,-0.0103188944061262,1
2,dist_active.res2,0.000929678185171746,2
2,dist_active.res2,-0.0139611820142877,3
2,dist_active.res3,-0.0103188944061262,1
2,dist_active.res3,0.000929678185171746,2
2,dist_active.res3,-0.0139611820142877,3
2,RSA.dist_active.res,-0.0109169952097201,1
2,RSA.dist_active.res,-0.00615809510787342,2
2,RSA.dist_active.res,-0.0175873569598733,3
2,RSA.res,-0.188392977334513,1
2,RSA.res,-0.252361248296149,2
2,RSA.res,-0.297548073101612,3
2,wcnSC.dist_active.res,-0.0115145053247712,1
2,wcnSC.dist_active.res,0.00958423330453294,2
2,wcnSC.dist_active.res,0.0164158465286677,3
2,wcnSC.res,-0.115348685721092,1
2,wcnSC.res,-0.0920249488171806,2
2,wcnSC.res,-0.06081385270932,3
2,wcnSC.RSA.dist_active.res,-0.00982646334695504,1
2,wcnSC.RSA.dist_active.res,0.00128062271452217,2
2,wcnSC.RSA.dist_active.res,-0.00377488144448152,3
2,wcnSC.RSA.res,-0.117599686269145,1
2,wcnSC.RSA.res,-0.106973741930688,2
2,wcnSC.RSA.res,-0.10150177357165,3
3,dist_active.res,-0.0261249633077956,1
3,dist_active.res,-0.0350196363525066,2
3,dist_active.res,-0.0409776655196338,3
3,dist_active.res2,-0.0261249633077956,1
3,dist_active.res2,-0.0350196363525066,2
3,dist_active.res2,-0.0409776655196338,3
3,dist_active.res3,-0.0261249633077956,1
3,dist_active.res3,-0.0350196363525066,2
3,dist_active.res3,-0.0409776655196338,3
3,RSA.dist_active.res,0.00131015835817653,1
3,RSA.dist_active.res,-0.00480059691643476,2
3,RSA.dist_active.res,-0.00671066769742149,3
3,RSA.res,-0.00432991391541192,1
3,RSA.res,-0.0813223076742919,2
3,RSA.res,-0.15066551031133,3
3,wcnSC.dist_active.res,-0.00814586868825543,1
3,wcnSC.dist_active.res,-0.0225334991553984,2
3,wcnSC.dist_active.res,-0.0261476850091253,3
3,wcnSC.res,-0.0146585139935585,1
3,wcnSC.res,-0.0542966997797116,2
3,wcnSC.res,-0.0710991966975835,3
3,wcnSC.RSA.dist_active.res,-0.00130355998007498,1
3,wcnSC.RSA.dist_active.res,-0.0126527576526712,2
3,wcnSC.RSA.dist_active.res,-0.0123410883343493,3
3,wcnSC.RSA.res,-0.0119187593624897,1
3,wcnSC.RSA.res,-0.0511156942058771,2
3,wcnSC.RSA.res,-0.0739493215434252,3
4,dist_active.res,0.0141155132007262,1
4,dist_active.res,-0.024767943322077,2
4,dist_active.res,-0.0104975987371067,3
4,dist_active.res2,0.0141155132007262,1
4,dist_active.res2,-0.024767943322077,2
4,dist_active.res2,-0.0104975987371067,3
4,dist_active.res3,0.0141155132007262,1
4,dist_active.res3,-0.024767943322077,2
4,dist_active.res3,-0.0104975987371067,3
4,RSA.dist_active.res,0.0395374985242372,1
4,RSA.dist_active.res,-6.28955883690857e-05,2
4,RSA.dist_active.res,0.00407923264584673,3
4,RSA.res,0.17039486653301,1
4,RSA.res,0.0627260650353499,2
4,RSA.res,-0.028065248442979,3
4,wcnSC.dist_active.res,0.037271253664025,1
4,wcnSC.dist_active.res,-0.021662989116495,2
4,wcnSC.dist_active.res,-0.0279491999245133,3
4,wcnSC.res,0.111881277062773,1
4,wcnSC.res,0.000817067481464955,2
4,wcnSC.res,-0.0437846181206248,3
4,wcnSC.RSA.dist_active.res,0.0387056376993354,1
4,wcnSC.RSA.dist_active.res,-0.00944434625657277,2
4,wcnSC.RSA.dist_active.res,-0.00899775490800979,3
4,wcnSC.RSA.res,0.114968313617858,1
4,wcnSC.RSA.res,0.0113792618077359,2
4,wcnSC.RSA.res,-0.0349609567368551,3
5,dist_active.res,0.00644320139235129,1
5,dist_active.res,0.0249023596928702,2
5,dist_active.res,0.0274384894697259,3
5,dist_active.res2,0.00644320139235129,1
5,dist_active.res2,0.0249023596928702,2
5,dist_active.res2,0.0274384894697259,3
5,dist_active.res3,0.00644320139235129,1
5,dist_active.res3,0.0249023596928702,2
5,dist_active.res3,0.0274384894697259,3
5,RSA.dist_active.res,-0.00205931780204963,1
5,RSA.dist_active.res,0.0236858519311377,2
5,RSA.dist_active.res,0.0153286212100898,3
5,RSA.res,0.225790569536039,1
5,RSA.res,0.208560313887632,2
5,RSA.res,0.0823180914513281,3
5,wcnSC.dist_active.res,0.00792695999893714,1
5,wcnSC.dist_active.res,0.026552088893946,2
5,wcnSC.dist_active.res,0.00177532134183796,3
5,wcnSC.res,0.148137866775093,1
5,wcnSC.res,0.101842323096062,2
5,wcnSC.res,0.0144443834813029,3
5,wcnSC.RSA.dist_active.res,0.00118798837293224,1
5,wcnSC.RSA.dist_active.res,0.0249116078632261,2
5,wcnSC.RSA.dist_active.res,0.008478402022255,3
5,wcnSC.RSA.res,0.1492081078254,1
5,wcnSC.RSA.res,0.108652568140087,2
5,wcnSC.RSA.res,0.0235085090590728,3
6,dist_active.res,0.02503558698454,1
6,dist_active.res,0.0544260868371157,2
6,dist_active.res,0.0481621391848353,3
6,dist_active.res2,0.02503558698454,1
6,dist_active.res2,0.0544260868371157,2
6,dist_active.res2,0.0481621391848353,3
6,dist_active.res3,0.02503558698454,1
6,dist_active.res3,0.0544260868371157,2
6,dist_active.res3,0.0481621391848353,3
6,RSA.dist_active.res,-0.0211088598405397,1
6,RSA.dist_active.res,0.00972281760949606,2
6,RSA.dist_active.res,0.0288403838199728,3
6,RSA.res,0.263399982732593,1
6,RSA.res,0.304684247242804,2
6,RSA.res,0.189269025021603,3
6,wcnSC.dist_active.res,-0.00496912082291962,1
6,wcnSC.dist_active.res,0.0455962598969752,2
6,wcnSC.dist_active.res,0.04283520584334,3
6,wcnSC.res,0.179206714726747,1
6,wcnSC.res,0.176421155228676,2
6,wcnSC.res,0.0857920701834131,3
6,wcnSC.RSA.dist_active.res,-0.0137645097796058,1
6,wcnSC.RSA.dist_active.res,0.0251666581523669,2
6,wcnSC.RSA.dist_active.res,0.0345778417681111,3
6,wcnSC.RSA.res,0.181816477824865,1
6,wcnSC.RSA.res,0.17609839078272,2
6,wcnSC.RSA.res,0.0947246715820965,3
7,dist_active.res,0.0708199841064122,1
7,dist_active.res,0.0341192302613432,2
7,dist_active.res,0.0235974766168288,3
7,dist_active.res2,0.0708199841064122,1
7,dist_active.res2,0.0341192302613432,2
7,dist_active.res2,0.0235974766168288,3
7,dist_active.res3,0.0708199841064122,1
7,dist_active.res3,0.0341192302613432,2
7,dist_active.res3,0.0235974766168288,3
7,RSA.dist_active.res,0.00229027686189455,1
7,RSA.dist_active.res,-0.03122010443254,2
7,RSA.dist_active.res,0.0189934697276825,3
7,RSA.res,0.29423983852435,1
7,RSA.res,0.355376101894672,2
7,RSA.res,0.252422952273675,3
7,wcnSC.dist_active.res,0.0107199171965641,1
7,wcnSC.dist_active.res,0.0065674559573338,2
7,wcnSC.dist_active.res,0.0488766913585118,3
7,wcnSC.res,0.194482258064565,1
7,wcnSC.res,0.190503243613309,2
7,wcnSC.res,0.119498446883919,3
7,wcnSC.RSA.dist_active.res,0.00172097108328738,1
7,wcnSC.RSA.dist_active.res,-0.0112416884313756,2
7,wcnSC.RSA.dist_active.res,0.0336316035412307,3
7,wcnSC.RSA.res,0.200697355650844,1
7,wcnSC.RSA.res,0.193113550062219,2
7,wcnSC.RSA.res,0.13500243998004,3
8,dist_active.res,-0.0332094201352412,1
8,dist_active.res,-0.072128868763159,2
8,dist_active.res,-0.00712711503981742,3
8,dist_active.res2,-0.0332094201352412,1
8,dist_active.res2,-0.072128868763159,2
8,dist_active.res2,-0.00712711503981742,3
8,dist_active.res3,-0.0332094201352412,1
8,dist_active.res3,-0.072128868763159,2
8,dist_active.res3,-0.00712711503981742,3
8,RSA.dist_active.res,-0.114354827055109,1
8,RSA.dist_active.res,-0.127115145056287,2
8,RSA.dist_active.res,-0.00129131637254208,3
8,RSA.res,0.17999450000824,1
8,RSA.res,0.292794322962516,2
8,RSA.res,0.290662812895034,3
8,wcnSC.dist_active.res,-0.12930437916752,1
8,wcnSC.dist_active.res,-0.108113231823314,2
8,wcnSC.dist_active.res,0.0292834035072327,3
8,wcnSC.res,0.0479224111214519,1
8,wcnSC.res,0.0828936391568837,2
8,wcnSC.res,0.125191767213174,3
8,wcnSC.RSA.dist_active.res,-0.124011963351006,1
8,wcnSC.RSA.dist_active.res,-0.115708174681019,2
8,wcnSC.RSA.dist_active.res,0.0114361602930048,3
8,wcnSC.RSA.res,0.0622369141546173,1
8,wcnSC.RSA.res,0.0915907913040105,2
8,wcnSC.RSA.res,0.144759766120821,3
9,dist_active.res,-0.223252283568495,1
9,dist_active.res,0.0163539198452383,2
9,dist_active.res,-0.052893053486796,3
9,dist_active.res2,-0.223252283568495,1
9,dist_active.res2,0.0163539198452383,2
9,dist_active.res2,-0.052893053486796,3
9,dist_active.res3,-0.223252283568495,1
9,dist_active.res3,0.0163539198452383,2
9,dist_active.res3,-0.052893053486796,3
9,RSA.dist_active.res,-0.308667551835134,1
9,RSA.dist_active.res,-0.0323334674522892,2
9,RSA.dist_active.res,-0.0471209529938352,3
9,RSA.res,0.0316467668019356,1
9,RSA.res,0.353535174965159,2
9,RSA.res,0.291317361955894,3
9,wcnSC.dist_active.res,-0.356687639539205,1
9,wcnSC.dist_active.res,-0.0345996269363719,2
9,wcnSC.dist_active.res,-0.0259966131872083,3
9,wcnSC.res,-0.146280519137897,1
9,wcnSC.res,0.120960011229388,2
9,wcnSC.res,0.0933740383090013,3
9,wcnSC.RSA.dist_active.res,-0.340641605506973,1
9,wcnSC.RSA.dist_active.res,-0.0404750057778562,2
9,wcnSC.RSA.dist_active.res,-0.0391287511208359,3
9,wcnSC.RSA.res,-0.126478701111627,1
9,wcnSC.RSA.res,0.133846515672149,2
9,wcnSC.RSA.res,0.120726142593076,3
10,dist_active.res,0.0781082966770542,1
10,dist_active.res,-0.0860950682742631,2
10,dist_active.res,-0.0493571669074818,3
10,dist_active.res2,0.0781082966770542,1
10,dist_active.res2,-0.0860950682742631,2
10,dist_active.res2,-0.0493571669074818,3
10,dist_active.res3,0.0781082966770542,1
10,dist_active.res3,-0.0860950682742631,2
10,dist_active.res3,-0.0493571669074818,3
10,RSA.dist_active.res,-0.0572881563544023,1
10,RSA.dist_active.res,-0.0540040068784029,2
10,RSA.dist_active.res,-0.0538289652688462,3
10,RSA.res,0.389490652392979,1
10,RSA.res,0.349743218243708,2
10,RSA.res,0.307110858689543,3
10,wcnSC.dist_active.res,-0.130520423335683,1
10,wcnSC.dist_active.res,-0.0890300355335206,2
10,wcnSC.dist_active.res,-0.035430825161099,3
10,wcnSC.res,0.128741677822626,1
10,wcnSC.res,0.0373599377076935,2
10,wcnSC.res,0.105050164395463,3
10,wcnSC.RSA.dist_active.res,-0.109022178228821,1
10,wcnSC.RSA.dist_active.res,-0.0972972983646831,2
10,wcnSC.RSA.dist_active.res,-0.046950179280901,3
10,wcnSC.RSA.res,0.143977028137788,1
10,wcnSC.RSA.res,0.0612652571822418,2
10,wcnSC.RSA.res,0.134521913118631,3
11,dist_active.res,-0.283783013008785,1
11,dist_active.res,-0.0184051553899369,2
11,dist_active.res,-0.0695900122570144,3
11,dist_active.res2,-0.283783013008785,1
11,dist_active.res2,-0.0184051553899369,2
11,dist_active.res2,-0.0695900122570144,3
11,dist_active.res3,-0.283783013008785,1
11,dist_active.res3,-0.0184051553899369,2
11,dist_active.res3,-0.0695900122570144,3
11,RSA.dist_active.res,-0.452584628625131,1
11,RSA.dist_active.res,-0.0941089011793964,2
11,RSA.dist_active.res,-0.0820141870636159,3
11,RSA.res,0.220104341975435,1
11,RSA.res,0.234663067615034,2
11,RSA.res,0.249963564194898,3
11,wcnSC.dist_active.res,-0.526301331700663,1
11,wcnSC.dist_active.res,-0.106847856420714,2
11,wcnSC.dist_active.res,-0.0732554041699143,3
11,wcnSC.res,-0.162999166795539,1
11,wcnSC.res,-0.0183302174839732,2
11,wcnSC.res,0.0468298113750852,3
11,wcnSC.RSA.dist_active.res,-0.500357967876875,1
11,wcnSC.RSA.dist_active.res,-0.118804670873697,2
11,wcnSC.RSA.dist_active.res,-0.0778536827147123,3
11,wcnSC.RSA.res,-0.146242793208069,1
11,wcnSC.RSA.res,0.0209475449231793,2
11,wcnSC.RSA.res,0.0774730708363838,3
12,dist_active.res,-0.472822737233358,1
12,dist_active.res,-0.420053076844804,2
12,dist_active.res,-0.171248546118144,3
12,dist_active.res2,-0.472822737233358,1
12,dist_active.res2,-0.420053076844804,2
12,dist_active.res2,-0.171248546118144,3
12,dist_active.res3,-0.472822737233358,1
12,dist_active.res3,-0.420053076844804,2
12,dist_active.res3,-0.171248546118144,3
12,RSA.dist_active.res,-0.8078799663956,1
12,RSA.dist_active.res,-0.559817477378036,2
12,RSA.dist_active.res,-0.20400312520541,3
12,RSA.res,-0.360881490247056,1
12,RSA.res,-0.202590295746926,2
12,RSA.res,0.0942850083394695,3
12,wcnSC.dist_active.res,-0.617562675153623,1
12,wcnSC.dist_active.res,-0.355081598126251,2
12,wcnSC.dist_active.res,-0.166746275502326,3
12,wcnSC.res,-0.292366353112337,1
12,wcnSC.res,-0.306974192902542,2
12,wcnSC.res,-0.0600885211445723,3
12,wcnSC.RSA.dist_active.res,-0.645547287912352,1
12,wcnSC.RSA.dist_active.res,-0.394542405752444,2
12,wcnSC.RSA.dist_active.res,-0.189001740231738,3
12,wcnSC.RSA.res,-0.233082955591371,1
12,wcnSC.RSA.res,-0.277845751212098,2
12,wcnSC.RSA.res,-0.039189688144513,3
13,dist_active.res,-0.308130449499236,2
13,dist_active.res,-0.136081523654695,3
13,dist_active.res2,-0.308130449499236,2
13,dist_active.res2,-0.136081523654695,3
13,dist_active.res3,-0.308130449499236,2
13,dist_active.res3,-0.136081523654695,3
13,RSA.dist_active.res,-0.622097302977772,2
13,RSA.dist_active.res,-0.117858432219118,3
13,RSA.res,-0.819309704769197,2
13,RSA.res,0.106168571867754,3
13,wcnSC.dist_active.res,-0.566549798651302,2
13,wcnSC.dist_active.res,-0.0644015109716962,3
13,wcnSC.res,-0.810163396914273,2
13,wcnSC.res,0.00981239322669203,3
13,wcnSC.RSA.dist_active.res,-0.618220085345776,2
13,wcnSC.RSA.dist_active.res,-0.0881094351609513,3
13,wcnSC.RSA.res,-0.822912241331585,2
13,wcnSC.RSA.res,0.0292308831024686,3
14,dist_active.res,-0.106219773625693,3
14,dist_active.res2,-0.106219773625693,3
14,dist_active.res3,-0.106219773625693,3
14,RSA.dist_active.res,-0.0907842520567693,3
14,RSA.res,0.106425509210981,3
14,wcnSC.dist_active.res,-0.0405748607372547,3
14,wcnSC.res,0.0481283584522029,3
14,wcnSC.RSA.dist_active.res,-0.0623614020200468,3
14,wcnSC.RSA.res,0.0686391890520171,3
15,dist_active.res,-0.0751785717283728,3
15,dist_active.res2,-0.0751785717283728,3
15,dist_active.res3,-0.0751785717283728,3
15,RSA.dist_active.res,-0.0222180763114679,3
15,RSA.res,0.193734303274663,3
15,wcnSC.dist_active.res,-0.0213659738734762,3
15,wcnSC.res,0.109707477548405,3
15,wcnSC.RSA.dist_active.res,-0.0130706787404963,3
15,wcnSC.RSA.res,0.147150583438591,3
16,dist_active.res,0.0388186980399762,3
16,dist_active.res2,0.0388186980399762,3
16,dist_active.res3,0.0388186980399762,3
16,RSA.dist_active.res,0.0954405362717322,3
16,RSA.res,0.345845592222899,3
16,wcnSC.dist_active.res,0.0305386850228604,3
16,wcnSC.res,0.184917045578381,3
16,wcnSC.RSA.dist_active.res,0.0663650211308194,3
16,wcnSC.RSA.res,0.246209879056688,3
17,dist_active.res,0.204607998217469,3
17,dist_active.res2,0.204607998217469,3
17,dist_active.res3,0.204607998217469,3
17,RSA.dist_active.res,0.161111542834773,3
17,RSA.res,0.445379806955701,3
17,wcnSC.dist_active.res,0.0668473907215145,3
17,wcnSC.res,0.241377208458045,3
17,wcnSC.RSA.dist_active.res,0.104155173435153,3
17,wcnSC.RSA.res,0.305270737838088,3
18,dist_active.res,0.078522039062674,3
18,dist_active.res2,0.078522039062674,3
18,dist_active.res3,0.078522039062674,3
18,RSA.dist_active.res,0.085461757105249,3
18,RSA.res,0.403001335624653,3
18,wcnSC.dist_active.res,-0.0881615800364866,3
18,wcnSC.res,0.137102251651647,3
18,wcnSC.RSA.dist_active.res,-0.00910157511325982,3
18,wcnSC.RSA.res,0.229527204697005,3
19,dist_active.res,0.186243041442061,3
19,dist_active.res2,0.186243041442061,3
19,dist_active.res3,0.186243041442061,3
19,RSA.dist_active.res,0.115131467032383,3
19,RSA.res,0.447592066355296,3
19,wcnSC.dist_active.res,-0.131615833304265,3
19,wcnSC.res,0.0963807368847799,3
19,wcnSC.RSA.dist_active.res,-0.0199469124061527,3
19,wcnSC.RSA.res,0.223199713737776,3
20,dist_active.res,0.233895800827809,3
20,dist_active.res2,0.233895800827809,3
20,dist_active.res3,0.233895800827809,3
20,RSA.dist_active.res,0.135063069802911,3
20,RSA.res,0.431587396474946,3
20,wcnSC.dist_active.res,-0.112170872871615,3
20,wcnSC.res,0.0745332927143259,3
20,wcnSC.RSA.dist_active.res,-0.0103955434187632,3
20,wcnSC.RSA.res,0.189516893535257,3
21,dist_active.res,0.504819274407101,3
21,dist_active.res2,0.504819274407101,3
21,dist_active.res3,0.504819274407101,3
21,RSA.dist_active.res,0.231097295670401,3
21,RSA.res,0.516831594900953,3
21,wcnSC.dist_active.res,0.0890532467748076,3
21,wcnSC.res,0.262799082298568,3
21,wcnSC.RSA.dist_active.res,0.105951269686547,3
21,wcnSC.RSA.res,0.287689024454625,3
22,dist_active.res,0.410347048128469,3
22,dist_active.res2,0.410347048128469,3
22,dist_active.res3,0.410347048128469,3
22,RSA.dist_active.res,0.146673396233892,3
22,RSA.res,0.427903375151676,3
22,wcnSC.dist_active.res,0.14403327053798,3
22,wcnSC.res,0.308391081444171,3
22,wcnSC.RSA.dist_active.res,0.0766095120235744,3
22,wcnSC.RSA.res,0.242950917602566,3
23,dist_active.res,0.0102993237765115,3
23,dist_active.res2,0.0102993237765115,3
23,dist_active.res3,0.0102993237765115,3
23,RSA.dist_active.res,-0.0319684624203082,3
23,RSA.res,0.259647940458429,3
23,wcnSC.dist_active.res,-0.144437711750463,3
23,wcnSC.res,0.0203167682174541,3
23,wcnSC.RSA.dist_active.res,-0.143236435400899,3
23,wcnSC.RSA.res,0.0121509924924774,3
24,dist_active.res,0.214016252613514,3
24,dist_active.res2,0.214016252613514,3
24,dist_active.res3,0.214016252613514,3
24,RSA.dist_active.res,0.19957029029155,3
24,RSA.res,0.51504272978683,3
24,wcnSC.dist_active.res,0.0819956002336141,3
24,wcnSC.res,0.26359242695524,3
24,wcnSC.RSA.dist_active.res,0.0838044416079584,3
24,wcnSC.RSA.res,0.252882982965655,3
25,dist_active.res,0.614093458688578,3
