shell,pred.type,mean_pred
0,rate,0.115514824465611
0,wcnSC.RSA.dist_active.pred,0.154458188334668
0,wcnSC.RSA.pred,0.483079292852626
1,rate,0.298941560906237
1,wcnSC.RSA.dist_active.pred,0.301382937076143
1,wcnSC.RSA.pred,0.478627658310344
2,rate,0.516858171926432
2,wcnSC.RSA.dist_active.pred,0.520624123955802
2,wcnSC.RSA.pred,0.624773731622486
3,rate,0.769080956550782
3,wcnSC.RSA.dist_active.pred,0.778905528539179
3,wcnSC.RSA.pred,0.820335722021239
4,rate,1.04772142234327
4,wcnSC.RSA.dist_active.pred,1.04805590031148
4,wcnSC.RSA.pred,1.03911631801762
5,rate,1.29444359743122
5,wcnSC.RSA.dist_active.pred,1.28182625725622
5,wcnSC.RSA.pred,1.22726648818082
6,rate,1.47821974622547
6,wcnSC.RSA.dist_active.pred,1.45100490838433
6,wcnSC.RSA.pred,1.35406855718334
7,rate,1.55182314641078
7,wcnSC.RSA.dist_active.pred,1.52834865330365
7,wcnSC.RSA.pred,1.40183230006146
8,rate,1.5541642180007
8,wcnSC.RSA.dist_active.pred,1.56558113135592
8,wcnSC.RSA.pred,1.42059578212761
9,rate,1.55788845927847
9,wcnSC.RSA.dist_active.pred,1.60934074407577
9,wcnSC.RSA.pred,1.44593247386981
10,rate,1.57577171468051
10,wcnSC.RSA.dist_active.pred,1.62833209396971
10,wcnSC.RSA.pred,1.44572501725792
11,rate,1.49894077399966
11,wcnSC.RSA.dist_active.pred,1.58994122962328
11,wcnSC.RSA.pred,1.43051382094978
12,rate,1.32541528499594
12,wcnSC.RSA.dist_active.pred,1.52055418095957
12,wcnSC.RSA.pred,1.36920302861275
13,rate,1.23841000156754
13,wcnSC.RSA.dist_active.pred,1.32806946786938
13,wcnSC.RSA.pred,1.21167076502774
14,rate,1.2072682031027
14,wcnSC.RSA.dist_active.pred,1.26962960512274
14,wcnSC.RSA.pred,1.13862901405068
15,rate,1.22171873575143
15,wcnSC.RSA.dist_active.pred,1.23478941449193
15,wcnSC.RSA.pred,1.07456815231284
16,rate,1.3773720531145
16,wcnSC.RSA.dist_active.pred,1.31100703198368
16,wcnSC.RSA.pred,1.13116217405781
17,rate,1.59731099361525
17,wcnSC.RSA.dist_active.pred,1.49315582018009
17,wcnSC.RSA.pred,1.29204025577716
18,rate,1.48731795150533
18,wcnSC.RSA.dist_active.pred,1.49641952661859
18,wcnSC.RSA.pred,1.25779074680832
19,rate,1.624117741255
19,wcnSC.RSA.dist_active.pred,1.64406465366116
19,wcnSC.RSA.pred,1.40091802751723
20,rate,1.61942642683167
20,wcnSC.RSA.dist_active.pred,1.62982197025043
20,wcnSC.RSA.pred,1.42990953329641
21,rate,1.86075295620533
21,wcnSC.RSA.dist_active.pred,1.75480168651879
21,wcnSC.RSA.pred,1.57306393175071
22,rate,1.73395522067382
22,wcnSC.RSA.dist_active.pred,1.65734570865024
22,wcnSC.RSA.pred,1.49100430307125
23,rate,1.32375385379714
23,wcnSC.RSA.dist_active.pred,1.46699028919804
23,wcnSC.RSA.pred,1.31160286130467
24,rate,1.55089541701758
24,wcnSC.RSA.dist_active.pred,1.46709097540962
24,wcnSC.RSA.pred,1.29801243405192
25,rate,1.97496146608221
25,wcnSC.RSA.dist_active.pred,1.60893751768266
25,wcnSC.RSA.pred,1.42019123026464
