shell,pred.type,mean_res
0,wcnSC.RSA.dist_active.res,-0.0626774018165071
0,wcnSC.RSA.dist_active.res,-0.0376605567374319
0,wcnSC.RSA.dist_active.res,-0.0835116964931403
0,wcnSC.RSA.res,-0.440377743632503
0,wcnSC.RSA.res,-0.333488741999816
0,wcnSC.RSA.res,-0.284632523520464
1,wcnSC.RSA.dist_active.res,-0.0331833934391465
1,wcnSC.RSA.dist_active.res,0.0129955006281896
1,wcnSC.RSA.dist_active.res,-0.00379827093043906
1,wcnSC.RSA.res,-0.220410959121592
1,wcnSC.RSA.res,-0.145791143612664
1,wcnSC.RSA.res,-0.124613075088506
2,wcnSC.RSA.dist_active.res,-0.006272603890747
2,wcnSC.RSA.dist_active.res,0.00325652403069039
2,wcnSC.RSA.dist_active.res,0.00356345105575077
2,wcnSC.RSA.res,-0.0980760856665892
2,wcnSC.RSA.res,-0.088565233972987
2,wcnSC.RSA.res,-0.0781655604967862
3,wcnSC.RSA.dist_active.res,0.0027479329056813
3,wcnSC.RSA.dist_active.res,-0.00711694959891805
3,wcnSC.RSA.dist_active.res,-0.00306110898349916
3,wcnSC.RSA.res,-0.00436990658019432
3,wcnSC.RSA.res,-0.0382808385225558
3,wcnSC.RSA.res,-0.0557960353759584
4,wcnSC.RSA.dist_active.res,0.0387674990165639
4,wcnSC.RSA.dist_active.res,-0.00776769484790441
4,wcnSC.RSA.dist_active.res,-0.00965736244357668
4,wcnSC.RSA.res,0.109987788942795
4,wcnSC.RSA.res,0.0116398788717976
4,wcnSC.RSA.res,-0.03312725665377
5,wcnSC.RSA.dist_active.res,0.00217802168200089
5,wcnSC.RSA.dist_active.res,0.0118391478851946
5,wcnSC.RSA.dist_active.res,-0.00238201445119983
5,wcnSC.RSA.res,0.136798816649665
5,wcnSC.RSA.res,0.0846865522374868
5,wcnSC.RSA.res,0.00879638166723753
6,wcnSC.RSA.dist_active.res,-0.0315547271779621
6,wcnSC.RSA.dist_active.res,0.0208882088146565
6,wcnSC.RSA.dist_active.res,0.0250314694177742
6,wcnSC.RSA.res,0.1387539130263
6,wcnSC.RSA.res,0.153840393366861
6,wcnSC.RSA.res,0.0757249369791066
7,wcnSC.RSA.dist_active.res,-0.018689961236026
7,wcnSC.RSA.dist_active.res,0.0183572805098868
7,wcnSC.RSA.dist_active.res,0.0272544353235016
7,wcnSC.RSA.res,0.13056918948021
7,wcnSC.RSA.res,0.201975489860588
7,wcnSC.RSA.res,0.116392011426768
8,wcnSC.RSA.dist_active.res,-0.129817819672585
8,wcnSC.RSA.dist_active.res,-0.0736200636558526
8,wcnSC.RSA.dist_active.res,0.0209558602170153
8,wcnSC.RSA.res,-0.000136694601877679
8,wcnSC.RSA.res,0.115423726846453
8,wcnSC.RSA.res,0.14220458939853
9,wcnSC.RSA.dist_active.res,-0.420201346632414
9,wcnSC.RSA.dist_active.res,-0.0696658916325625
9,wcnSC.RSA.dist_active.res,-0.024020891405195
9,wcnSC.RSA.res,-0.283628198045282
9,wcnSC.RSA.res,0.0710433035415858
9,wcnSC.RSA.res,0.125031310855077
10,wcnSC.RSA.dist_active.res,-0.136974581498866
10,wcnSC.RSA.dist_active.res,-0.163946849778886
10,wcnSC.RSA.dist_active.res,-0.0223423604345407
10,wcnSC.RSA.res,0.0122613237928571
10,wcnSC.RSA.res,-0.0331167480181819
10,wcnSC.RSA.res,0.153753448753918
11,wcnSC.RSA.dist_active.res,-0.176903145401691
11,wcnSC.RSA.dist_active.res,-0.120982169158207
11,wcnSC.RSA.dist_active.res,-0.0578027684949805
11,wcnSC.RSA.res,0.0811859786716471
11,wcnSC.RSA.res,-0.0288029293650743
11,wcnSC.RSA.res,0.100496664321345
12,wcnSC.RSA.dist_active.res,-0.711047531466604
12,wcnSC.RSA.dist_active.res,-0.849692411253877
12,wcnSC.RSA.dist_active.res,-0.166811585508579
12,wcnSC.RSA.res,-0.683631980794019
12,wcnSC.RSA.res,-0.640087238270779
12,wcnSC.RSA.res,-0.0283369920764512
13,wcnSC.RSA.dist_active.res,-0.618220085345776
13,wcnSC.RSA.dist_active.res,-0.0982039035135027
13,wcnSC.RSA.res,-0.822912241331585
13,wcnSC.RSA.res,0.0142260205909602
14,wcnSC.RSA.dist_active.res,-0.0251396679467603
14,wcnSC.RSA.res,0.0931952285671386
15,wcnSC.RSA.dist_active.res,-0.0187389738361702
15,wcnSC.RSA.res,0.113080064214859
16,wcnSC.RSA.dist_active.res,0.0656892154097969
16,wcnSC.RSA.res,0.207276224122666
17,wcnSC.RSA.dist_active.res,0.0931690638503316
17,wcnSC.RSA.res,0.252658403695708
18,wcnSC.RSA.dist_active.res,-0.00158238758191852
18,wcnSC.RSA.res,0.194161452752751
19,wcnSC.RSA.dist_active.res,-0.0868719808949014
19,wcnSC.RSA.res,0.116463454934078
20,wcnSC.RSA.dist_active.res,-0.075225413276658
20,wcnSC.RSA.res,0.129622039595115
21,wcnSC.RSA.dist_active.res,0.0755234419293055
21,wcnSC.RSA.res,0.299006864259839
22,wcnSC.RSA.dist_active.res,0.161264044516951
22,wcnSC.RSA.res,0.405902319319273
23,wcnSC.RSA.dist_active.res,-0.162253970990374
23,wcnSC.RSA.res,0.0878033345549761
24,wcnSC.RSA.dist_active.res,0.292854309100599
24,wcnSC.RSA.res,0.573836649611923
